RecipeID,StepNumber,StepDescription
25,14,' Turn heat down to minimum and cook another 20 minutes or until tender'
26,1,'STEP 1 - MARINATING THE BEEFIn a bowl add the beef salt 1 pinch white pepper 1 Teaspoon sesame seed oil 1/2 egg corn starch1 Tablespoon of oil and mix together'
26,2,'STEP 2 - BOILING THE THE NOODLESIn a 6 qt pot add your noodles to boiling water until the noodles are submerged and boil on high heat for 10 seconds'
26,3,' After your noodles is done boiling strain and cool with cold water'
26,4,'STEP 3 - STIR FRYAdd 2 Tablespoons of oil beef and cook on high heat untill beef is medium cooked'
26,5,'Set the cooked beef asideIn a wok add 2 Tablespoon of oil onions minced garlic minced ginger bean sprouts mushrooms peapods and 1'
26,6,'5 cups of water or until the vegetables are submerged in water'
26,7,'Add the noodles to wokTo make the sauce add oyster sauce 1 pinch white pepper 1 teaspoon sesame seed oil sugar and 1 Teaspoon of soy sauce'
27,1,'Heat oven to 180C/fan 160C/gas 4'
27,2,' Trim the fronds from the fennel and set aside'
27,3,' Cut the fennel bulbs in half then cut each half into 3 wedges'
27,4,' Cook in boiling salted water for 10 mins then drain well'
27,5,' Chop the fennel fronds roughly then mix with the parsley and lemon zest'
27,6,'Spread the drained fennel over a shallow ovenproof dish then add the tomatoes'
27,7,' Drizzle with olive oil then bake for 10 mins'
27,8,' Nestle the salmon among the veg sprinkle with lemon juice then bake 15 mins more until the fish is just cooked'
27,9,' Scatter over the parsley and serve'
28,1,'Mash the ricotta and beat well with the egg yolks stir in the flour sugar cinnamon grated lemon rind and the rum and mix well'
28,2,' You can do this in a food processor'
28,3,' Beat the egg whites until stiff fold in and pour into a buttered and floured 25cm cake tin'
28,4,' Bake in the oven at 180C/160C fan/gas 4 for about 40 minutes or until it is firm'
28,5,'Serve hot or cold dusted with icing sugar'
29,1,'Before you do anything freeze your bacon slices that way when youre ready to prep itll be so much easier to chop!Wash the potatoes and cut medium dice into square pieces'
29,2,' To prevent any browning place the already cut potatoes in a bowl filled with water'
29,3,'In the meantime heat 1-2 tablespoons of oil in a large skillet over medium-high heat'
29,4,' Tilt the skillet so the oil spreads evenly'
29,5,'Once the oil is hot drain the potatoes and add to the skillet'
29,6,' Season with salt pepper and Old Bay as needed'
29,7,'Cook for 10 minutes stirring the potatoes often until brown'
29,8,' If needed add a tablespoon more of oil'
29,9,'Chop up the bacon and add to the potatoes'
29,10,' The bacon will start to render and the fat will begin to further cook the potatoes'
29,11,' Toss it up a bit! The bacon will take 5-6 minutes to crisp'
29,12,'Once the bacon is cooked reduce the heat to medium-low add the minced garlic and toss'
29,13,' Season once more'
29,14,' Add dried or fresh parsley'
29,15,' Control heat as needed'
29,16,'Let the garlic cook until fragrant about one minute'
29,17,'Just before serving drizzle over the maple syrup and toss'
29,18,' Let that cook another minute giving the potatoes a caramelized effect'
30,1,'Melt the butter in a skillet or pan'
30,2,' When melted add the flour little by little and stir into a thick paste'
30,3,' Slowly stir in the stock making sure the roux absorbs the liquid'
30,4,' Simmer for a couple of minutes on a low heat while you stir in the onion parsley and the shredded meat'
30,5,' The mixture should thicken and turn into a heavy thick sauce'
30,6,'Pour the mixture into a shallow container cover and refrigerate for several hours or until the sauce has solidified'
30,7,'Take a heaping tablespoon of the cold thick sauce and quickly roll it into a small ball'
30,8,' Roll lightly through the flour then the egg and finally the breadcrumbs'
30,9,' Make sure that the egg covers the whole surface of the bitterbal'
30,10,' When done refrigerate the snacks while the oil in your fryer heats up to 190C (375F)'
30,11,' Fry four bitterballen at a time until golden'
30,12,'Serve on a plate with a nice grainy or spicy mustard'
31,1,'1Preheat oven to 450 degrees'
31,2,' Wash and dry all produce'
31,3,' Cut sweet potatoes into -inch-thick wedges'
31,4,' Toss on a baking sheet with a drizzle of oil salt and pepper'
31,5,' Roast until browned and tender 20-25 minutes'
31,6,'2Meanwhile halve and peel onion'
31,7,' Slice as thinly as possible until you have  cup ( cup for 4 servings); finely chop remaining onion'
31,8,' Peel and finely chop garlic'
31,9,' Halve lime; squeeze juice into a small bowl'
31,10,' Halve buns'
31,11,' Add 1 TBSP butter (2 TBSP for 4) to a separate small microwave-safe bowl; microwave until melted 30 seconds'
31,12,' Brush onto cut sides of buns'
31,13,'3To bowl with lime juice add sliced onion  tsp sugar ( tsp for 4 servings) and a pinch of salt'
31,14,' Stir to combine; set aside to quick-pickle'
31,15,'4Heat a drizzle of oil in a large pan over medium-high heat'
31,16,' Add chopped onion and season with salt and pepper'
31,17,' Cook stirring until softened 4-5 minutes'
31,18,' Add garlic and cook until fragrant 30 seconds more'
31,19,' Add pork and season with salt and pepper'
31,20,' Cook breaking up meat into pieces until browned and cooked through 4-6 minutes'
31,21,'5While pork cooks in a third small bowl combine BBQ sauce pickling liquid from onion 3 TBSP ketchup (6 TBSP for 4 servings)  tsp sugar (1 tsp for 4) and  cup water ( cup for 4)'
31,22,' Once pork is cooked through add BBQ sauce mixture to pan'
31,23,' Cook stirring until sauce is thickened 2-3 minutes'
31,24,' Taste and season with salt and pepper'
31,25,'6Meanwhile toast buns in oven or toaster oven until golden 3-5 minutes'
31,26,' Divide toasted buns between plates and fill with as much BBQ pork as youd like'
31,27,' Top with pickled onion and hot sauce'
31,28,' Serve with sweet potato wedges on the side'
32,1,'Addl ingredients: mayonnaise siracha1Place rice in a fine-mesh sieve and rinse until water runs clear'
32,2,' Add to a small pot with 1 cup water (2 cups for 4 servings) and a pinch of salt'
32,3,' Bring to a boil then cover and reduce heat to low'
32,4,' Cook until rice is tender 15 minutes'
32,5,' Keep covered off heat for at least 10 minutes or until ready to serve'
32,6,'2Meanwhile wash and dry all produce'
32,7,' Peel and finely chop garlic'
32,8,' Zest and quarter lime (for 4 servings zest 1 lime and quarter both)'
32,9,' Trim and halve cucumber lengthwise; thinly slice crosswise into half-moons'
32,10,' Halve peel and medium dice onion'
32,11,' Trim peel and grate carrot'
32,12,'3In a medium bowl combine cucumber juice from half the lime  tsp sugar ( tsp for 4 servings) and a pinch of salt'
32,13,' In a small bowl combine mayonnaise a pinch of garlic a squeeze of lime juice and as much sriracha as youd like'
32,14,' Season with salt and pepper'
32,15,'4Heat a drizzle of oil in a large pan over medium-high heat'
32,16,' Add onion and cook stirring until softened 4-5 minutes'
32,17,' Add beef remaining garlic and 2 tsp sugar (4 tsp for 4 servings)'
32,18,' Cook breaking up meat into pieces until beef is browned and cooked through 4-5 minutes'
32,19,' Stir in soy sauce'
32,20,' Turn off heat; taste and season with salt and pepper'
32,21,'5Fluff rice with a fork; stir in lime zest and 1 TBSP butter'
32,22,' Divide rice between bowls'
32,23,' Arrange beef grated carrot and pickled cucumber on top'
32,24,' Top with a squeeze of lime juice'
32,25,' Drizzle with sriracha mayo'
33,1,'For the Big Mac sauce combine all the ingredients in a bowl season with salt and chill until ready to use'
33,2,'2'
33,3,' To make the patties season the mince with salt and pepper and form into 4 balls using about 1/3 cup mince each'
33,4,' Place each onto a square of baking paper and flatten to form into four x 15cm circles'
33,5,' Heat oil in a large frypan over high heat'
33,6,' In 2 batches cook beef patties for 1-2 minutes each side until lightly charred and cooked through'
33,7,' Remove from heat and keep warm'
33,8,' Repeat with remaining two patties'
33,9,'3'
33,10,' Carefully slice each burger bun into three acrossways then lightly toast'
33,11,'4'
33,12,' To assemble the burgers spread a little Big Mac sauce over the bottom base'
33,13,' Top with some chopped onion shredded lettuce slice of cheese beef patty and some pickle slices'
33,14,' Top with the middle bun layer and spread with more Big Mac sauce onion lettuce pickles beef patty and then finish with more sauce'
33,15,' Top with burger lid to serve'
33,16,'5'
33,17,' After waiting half an hour for your food to settle go for a jog'
34,1,'Preheat the oven to 350 degrees F (175 degrees C)'
34,2,'Heat a large pot over medium heat'
34,3,' Add the bacon and kielbasa; cook and stir until the bacon has rendered its fat and sausage is lightly browned'
34,4,' Use a slotted spoon to remove the meat and transfer to a large casserole or Dutch oven'
34,5,'Coat the cubes of pork lightly with flour and fry them in the bacon drippings over medium-high heat until golden brown'
34,6,' Use a slotted spoon to transfer the pork to the casserole'
34,7,' Add the garlic onion carrots fresh mushrooms cabbage and sauerkraut'
34,8,' Reduce heat to medium; cook and stir until the carrots are soft about 10 minutes'
34,9,' Do not let the vegetables brown'
34,10,'Deglaze the pan by pouring in the red wine and stirring to loosen all of the bits of food and flour that are stuck to the bottom'
34,11,' Season with the bay leaf basil marjoram paprika salt pepper caraway seeds and cayenne pepper; cook for 1 minute'
34,12,'Mix in the dried mushrooms hot pepper sauce Worcestershire sauce beef stock tomato paste and tomatoes'
34,13,' Heat through just until boiling'
34,14,' Pour the vegetables and all of the liquid into the casserole dish with the meat'
34,15,' Cover with a lid'
34,16,'Bake in the preheated oven for 2 1/2 to 3 hours until meat is very tender'
35,1,'STEP 1Before you start put your oven on its lowest setting ready to keep things warm'
35,2,' Peel the potatoes grate 2 of them then set aside'
35,3,' Cut the other 2 into large chunks then boil for 10-15 mins or until tender'
35,4,' Meanwhile squeeze as much of the liquid from the grated potatoes as you can using a clean tea towel'
35,5,' Mash the boiled potatoes then mix with the grated potato spring onions and flour'
35,6,'STEP 2Whisk the egg white in a large bowl until it holds soft peaks'
35,7,' Fold in the buttermilk then add the bicarbonate of soda'
35,8,' Fold into the potato mix'
35,9,'STEP 3Heat a large non-stick frying pan over a medium heat then add 1 tbsp butter and some of the oil'
